ID	Lat	Lon	Average	Variance	Votes	Geograph URI
185950	53.4802	-2.98514	2.6250	8.2344	1,1,10,1,3,2,1,2	http://www.geograph.org.uk/photo/1016414
185951	51.2002	0.35784	6.0000	3.0000	3,6,6,6,6,9	http://www.geograph.org.uk/photo/1016417
185953	53.3748	-2.70399	2.5000	0.9167	4,3,2,2,1,3	http://www.geograph.org.uk/photo/1016437
185954	55.8479	-6.09032	5.2000	5.3600	2,6,5,9,4	http://www.geograph.org.uk/photo/1016439
185955	57.2622	-3.65825	5.0000	2.2857	6,4,5,8,3,5,4	http://www.geograph.org.uk/photo/1016446
185956	55.8034	-6.38909	4.5000	2.2500	7,4,3,4	http://www.geograph.org.uk/photo/1016449
185957	56.8932	-2.93458	6.7778	6.3951	8,10,8,7,2,6,9,8,3	http://www.geograph.org.uk/photo/1016450
185958	55.9496	-4.28007	4.8000	3.7600	7,4,4,2,7	http://www.geograph.org.uk/photo/1016451
185959	55.6546	-4.02362	3.4286	1.6735	4,4,2,4,1,5,4	http://www.geograph.org.uk/photo/1016465
185960	55.6552	-4.01204	4.7273	3.2893	2,4,2,4,5,5,6,9,5,5,5	http://www.geograph.org.uk/photo/1016469
185961	57.2642	-3.65652	2.1667	0.1389	2,2,2,2,2,3	http://www.geograph.org.uk/photo/1016471
185962	55.6511	-3.98608	5.5833	2.7431	6,5,7,6,4,4,4,4,6,4,9,8	http://www.geograph.org.uk/photo/1016472
185963	56.8961	-2.96437	8.4286	0.8163	7,8,9,9,8,8,10	http://www.geograph.org.uk/photo/1016475
185964	55.6636	-3.98226	4.1250	5.8594	3,7,9,2,2,2,4,4	http://www.geograph.org.uk/photo/1016479
185965	55.6644	-3.99534	3.0000	2.0000	4,1,2,2,5,4	http://www.geograph.org.uk/photo/1016483
185966	50.9178	-2.75676	3.0000	1.6000	5,1,3,3,3	http://www.geograph.org.uk/photo/1016488
185967	55.6657	-4.00702	4.0000	1.0000	4,2,5,4,4,5	http://www.geograph.org.uk/photo/1016490
185968	56.8891	-2.94647	7.8000	2.7600	10,5,8,9,5,8,8,7,10,8	http://www.geograph.org.uk/photo/1016494
185969	57.2666	-3.60355	4.4000	3.0400	5,2,5,3,7	http://www.geograph.org.uk/photo/1016495
185970	55.6627	-4.0288	1.4000	0.2400	1,1,2,1,2	http://www.geograph.org.uk/photo/1016496
185971	51.8782	-4.08365	5.7000	3.8100	7,7,7,5,4,4,5,5,3,10	http://www.geograph.org.uk/photo/1016499
185972	55.6624	-4.0369	3.0000	1.1429	2,5,3,4,2,2,3	http://www.geograph.org.uk/photo/1016500
185973	53.6327	-2.94785	1.8000	0.1600	2,2,1,2,2	http://www.geograph.org.uk/photo/1016503
185974	53.2541	-4.41216	2.0000	0.5000	2,2,1,3	http://www.geograph.org.uk/photo/1016504
185976	57.4795	-4.04826	4.6000	7.4400	1,7,8,2,5	http://www.geograph.org.uk/photo/1016510
185977	51.8678	-4.08418	5.4444	4.9136	6,6,3,9,3,8,2,6,6	http://www.geograph.org.uk/photo/1016513
185978	53.6247	-2.92574	4.0000	3.4286	7,3,2,3,5,6,2	http://www.geograph.org.uk/photo/1016515
185979	51.1546	0.563334	2.8333	1.8056	5,2,1,4,2,3	http://www.geograph.org.uk/photo/1016517
185980	57.4883	-4.01889	5.2857	3.3469	6,1,6,5,6,6,7	http://www.geograph.org.uk/photo/1016519
185981	53.111	-2.21664	4.3333	2.8889	7,3,4,2,6,4	http://www.geograph.org.uk/photo/1016521
185982	53.6392	-2.93226	2.5000	0.2500	3,2,3,2	http://www.geograph.org.uk/photo/1016522
185983	52.9535	-0.894526	5.2000	2.9600	5,6,8,3,4	http://www.geograph.org.uk/photo/1016523
185984	53.6475	-2.93351	3.8333	1.4722	3,3,6,5,3,3	http://www.geograph.org.uk/photo/1016529
185985	51.8693	-4.1168	2.8750	1.8594	1,2,3,2,2,5,3,5	http://www.geograph.org.uk/photo/1016534
185986	53.1096	-2.21484	4.0000	3.3333	2,3,6,3,7,3	http://www.geograph.org.uk/photo/1016537
185987	51.1823	0.527236	4.8333	4.4722	6,3,9,4,4,3	http://www.geograph.org.uk/photo/1016538
185988	53.6462	-2.94029	5.4000	1.0400	7,4,5,6,5	http://www.geograph.org.uk/photo/1016539
185989	53.6428	-2.9443	3.5000	2.0500	3,3,4,3,2,6,4,6,2,2	http://www.geograph.org.uk/photo/1016544
185990	55.4161	-1.75418	5.8889	4.3210	6,3,3,9,8,8,6,4,6	http://www.geograph.org.uk/photo/1016547
185991	53.6392	-2.9666	1.5000	0.2500	2,1,2,2,1,2,1,1	http://www.geograph.org.uk/photo/1016548
185993	51.1943	0.520159	5.7500	4.1875	2,6,8,4,7,8,7,4	http://www.geograph.org.uk/photo/1016551
185994	53.2905	-1.42448	4.1429	2.1224	4,4,5,5,1,6,4	http://www.geograph.org.uk/photo/1016554
185995	55.8857	-4.38123	3.2857	4.7755	5,1,2,2,7,5,1	http://www.geograph.org.uk/photo/1016555
185996	51.1909	0.514391	3.5000	3.5000	2,2,2,2,4,7,6,3	http://www.geograph.org.uk/photo/1016557
185997	56.0033	-4.58033	3.0000	3.2000	6,2,2,4,1	http://www.geograph.org.uk/photo/1016558
185998	53.2586	-1.52955	2.3333	1.3333	2,2,2,1,5,1,3,2,3	http://www.geograph.org.uk/photo/1016562
185999	56.1992	-4.74763	4.3750	2.9844	5,2,5,6,1,5,6,5	http://www.geograph.org.uk/photo/1016564
186000	51.7471	-0.470768	1.7143	1.0612	2,2,1,4,1,1,1	http://www.geograph.org.uk/photo/1016568
186001	51.1585	0.529082	1.7143	0.2041	2,1,1,2,2,2,2	http://www.geograph.org.uk/photo/1016571
186002	52.9258	-4.08451	2.2857	2.7755	2,1,1,3,1,2,6	http://www.geograph.org.uk/photo/1016573
186003	53.2531	-1.54205	4.4000	6.6400	9,2,5,2,4	http://www.geograph.org.uk/photo/1016582
186004	50.8404	-3.76006	5.5714	1.9592	7,4,8,4,5,6,5	http://www.geograph.org.uk/photo/1016583
186005	50.9013	-3.60902	4.5000	0.9167	4,4,5,5,3,6	http://www.geograph.org.uk/photo/1016587
186006	50.9053	-3.52765	4.8000	1.3600	5,4,4,7,4	http://www.geograph.org.uk/photo/1016596
186007	53.3057	-1.3914	2.8333	0.8056	2,4,2,3,2,4	http://www.geograph.org.uk/photo/1016604
186008	50.8876	-2.66456	4.3750	0.9844	4,4,5,5,3,5,3,6	http://www.geograph.org.uk/photo/1016612
186009	50.938	-3.29827	1.7143	0.7755	2,1,1,3,3,1,1	http://www.geograph.org.uk/photo/1016621
186010	52.7796	1.62107	3.3636	2.5950	1,5,2,4,5,4,2,4,6,3,1	http://www.geograph.org.uk/photo/1016624
186011	51.3607	0.780864	5.0000	3.4286	7,5,6,6,1,4,6	http://www.geograph.org.uk/photo/1016630
186012	52.5788	-2.15674	6.2000	1.5600	7,6,8,7,4,6,5,8,5,6	http://www.geograph.org.uk/photo/1016632
186013	52.5787	-2.17342	1.8571	0.4082	1,2,2,1,2,3,2	http://www.geograph.org.uk/photo/1016635
186014	52.577	-2.18035	1.1429	0.1224	2,1,1,1,1,1,1	http://www.geograph.org.uk/photo/1016639
186015	52.6006	-2.15505	3.7143	1.6327	3,4,4,4,5,1,5	http://www.geograph.org.uk/photo/1016645
186016	51.339	0.776823	3.8333	3.8056	7,4,1,4,5,2	http://www.geograph.org.uk/photo/1016660
186017	50.8944	-2.67163	5.0000	1.5000	5,5,3,3,6,6,6,6	http://www.geograph.org.uk/photo/1016672
186018	57.7422	-4.37045	5.0000	2.0000	5,6,7,3,6,3,5	http://www.geograph.org.uk/photo/1016694
186019	56.886	-2.75189	8.2000	0.9600	9,9,7,9,7	http://www.geograph.org.uk/photo/1016696
186020	57.5546	-3.72584	4.2000	2.1600	5,2,5,3,6	http://www.geograph.org.uk/photo/1016698
186021	57.5592	-3.72806	3.8333	3.1389	3,7,5,2,2,4	http://www.geograph.org.uk/photo/1016709
186022	51.4458	-1.29168	2.2857	2.4898	1,2,2,6,1,2,2	http://www.geograph.org.uk/photo/1016716
186023	52.6509	-1.97014	4.8571	2.9796	6,5,8,2,4,4,5	http://www.geograph.org.uk/photo/1016722
186024	51.4785	-1.69181	3.3333	3.5556	4,1,2,3,3,7	http://www.geograph.org.uk/photo/1016730
186025	53.9121	-1.98569	5.0000	0.4000	4,5,5,5,6	http://www.geograph.org.uk/photo/1016735
186026	55.7436	-2.786	4.5714	3.1020	7,3,2,4,7,5,4	http://www.geograph.org.uk/photo/1016736
186027	53.5758	-0.998592	1.6000	0.6400	2,1,1,3,1	http://www.geograph.org.uk/photo/1016741
186028	51.4424	-1.29015	4.6667	2.8889	3,4,8,5,5,3	http://www.geograph.org.uk/photo/1016743
186029	51.4677	-1.69333	3.7000	3.2100	4,1,4,2,5,6,1,6,5,3	http://www.geograph.org.uk/photo/1016744
186030	55.7385	-2.7945	2.0000	0.8571	3,1,1,1,3,2,3	http://www.geograph.org.uk/photo/1016747
186031	51.4614	-1.69625	4.3333	2.2222	5,3,3,3,7,5	http://www.geograph.org.uk/photo/1016754
186032	51.4321	-1.28541	3.2000	0.5600	3,4,2,4,3	http://www.geograph.org.uk/photo/1016759
186033	55.9572	-5.075	6.0000	3.2000	7,5,8,7,3	http://www.geograph.org.uk/photo/1016764
186034	51.4168	-0.342879	3.5000	2.2500	3,2,7,2,4,5,3,2,3,4	http://www.geograph.org.uk/photo/1016765
186035	51.4678	-1.72356	6.2857	3.6327	3,7,9,7,8,5,5	http://www.geograph.org.uk/photo/1016767
186036	55.7595	-2.79126	4.0000	2.5000	3,3,4,2,6,3,7,4	http://www.geograph.org.uk/photo/1016769
186037	51.4293	-1.27697	4.1429	3.8367	1,6,4,5,4,2,7	http://www.geograph.org.uk/photo/1016772
186038	55.7034	-3.84739	5.1111	6.0988	6,3,4,8,6,3,2,10,4	http://www.geograph.org.uk/photo/1016774
186039	55.7582	-2.79586	3.7778	3.7284	7,6,5,3,1,2,2,5,3	http://www.geograph.org.uk/photo/1016775
186040	55.7567	-2.79774	3.6250	1.7344	3,5,4,6,4,2,2,3	http://www.geograph.org.uk/photo/1016781
186041	53.9554	-0.734979	3.8571	3.8367	5,4,3,8,2,2,3	http://www.geograph.org.uk/photo/1016786
186042	53.6137	-1.66182	4.9000	2.8900	5,3,6,4,7,2,4,8,5,5	http://www.geograph.org.uk/photo/1016787
186043	51.4339	-1.26136	2.6667	1.5556	1,3,3,5,2,2	http://www.geograph.org.uk/photo/1016789
186044	56.5788	-3.94963	5.6364	5.3223	3,8,6,6,3,2,8,9,8,5,4	http://www.geograph.org.uk/photo/1016791
186045	55.7489	-2.80268	2.8333	1.8056	4,1,2,2,3,5	http://www.geograph.org.uk/photo/1016792
186047	56.5869	-3.95005	4.6250	2.4844	5,3,5,7,3,4,7,3	http://www.geograph.org.uk/photo/1016803
186048	55.7671	-2.79763	5.3333	2.8889	6,7,5,7,5,2	http://www.geograph.org.uk/photo/1016806
186049	52.8384	0.820919	3.5000	1.9167	2,3,4,4,2,6	http://www.geograph.org.uk/photo/1016808
186050	54.7133	-1.20626	4.5000	6.7500	5,6,3,10,1,4,5,2	http://www.geograph.org.uk/photo/1016817
186051	56.5919	-3.95194	4.0000	8.5000	2,2,9,3	http://www.geograph.org.uk/photo/1016818
186052	52.8026	0.855698	3.2000	4.1600	5,6,1,3,1	http://www.geograph.org.uk/photo/1016826
186053	51.0624	-0.134046	4.0000	3.8571	1,7,4,4,2,6,2,1,3,6,7,4,4,5	http://www.geograph.org.uk/photo/1016836
186054	56.596	-3.93667	6.5000	5.2500	7,10,4,5	http://www.geograph.org.uk/photo/1016838
186055	50.8972	-2.67238	3.5000	0.2500	4,3,3,3,4,4	http://www.geograph.org.uk/photo/1016844
186056	51.9494	-3.01484	5.1667	2.4722	6,5,7,6,5,2	http://www.geograph.org.uk/photo/1016847
186057	56.5894	-3.93568	5.1667	4.9722	3,7,6,3,10,7,4,5,3,2,5,7	http://www.geograph.org.uk/photo/1016855
186058	55.6975	-4.79652	6.0000	0.8000	6,7,5,5,7	http://www.geograph.org.uk/photo/1016857
186059	60.8369	-0.767925	6.6000	7.0400	10,8,3,8,4	http://www.geograph.org.uk/photo/1016862
186060	51.5892	-2.7234	4.1667	2.8056	5,5,1,6,3,5	http://www.geograph.org.uk/photo/1016864
186061	54.3928	-1.99815	5.5556	2.4691	4,5,4,6,6,4,7,5,9	http://www.geograph.org.uk/photo/1016868
186062	51.9035	-4.00601	4.7500	0.6875	5,4,4,6	http://www.geograph.org.uk/photo/1016875
186063	52.6342	-2.03164	4.7143	2.4898	3,4,7,4,7,3,5	http://www.geograph.org.uk/photo/1016881
186064	54.3948	-2.00647	5.8333	7.1389	4,8,9,1,6,7	http://www.geograph.org.uk/photo/1016883
186065	53.2921	-0.741908	3.2000	2.7600	1,6,3,2,4,6,4,2,2,2	http://www.geograph.org.uk/photo/1016884
186066	53.8927	-1.52718	5.2857	3.9184	3,7,6,2,8,6,5	http://www.geograph.org.uk/photo/1016890
186067	52.2259	0.673528	4.0000	9.1429	6,1,3,5,10,2,1	http://www.geograph.org.uk/photo/1016892
186068	53.3909	-0.495656	5.0000	1.4000	7,5,3,6,4,6,4,6,4,5	http://www.geograph.org.uk/photo/1016895
186069	55.7719	-2.80188	4.0000	3.1111	5,2,6,5,6,4,1,2,5	http://www.geograph.org.uk/photo/1016898
186070	51.4362	-1.25442	5.2000	4.1600	4,3,5,5,9	http://www.geograph.org.uk/photo/1016907
186071	55.7811	-2.82646	3.7778	4.6173	2,4,4,8,2,2,3,2,7	http://www.geograph.org.uk/photo/1016908
186072	53.2382	0.165908	6.6000	1.8400	5,8,5,8,7	http://www.geograph.org.uk/photo/1016918
186073	53.2765	-4.38447	4.2222	5.7284	1,1,4,4,6,3,4,6,9	http://www.geograph.org.uk/photo/1016921
186074	51.4246	-1.27071	3.2500	2.6875	7,2,2,3,4,2,4,2	http://www.geograph.org.uk/photo/1016923
186075	53.8637	-1.23065	3.6250	1.4844	4,3,4,4,2,4,6,2	http://www.geograph.org.uk/photo/1016925
186076	55.7746	-2.83733	4.6250	3.2344	3,6,3,7,7,2,4,5	http://www.geograph.org.uk/photo/1016937
186077	52.6478	-2.02129	4.0000	2.3333	5,4,4,1,6,4	http://www.geograph.org.uk/photo/1016942
186078	50.9978	-1.31306	2.2500	1.1875	4,2,2,1	http://www.geograph.org.uk/photo/1016943
186079	55.8944	-2.93842	5.2222	6.3951	5,2,4,10,2,8,7,5,4	http://www.geograph.org.uk/photo/1016949
186080	51.4165	-1.27401	3.0000	2.4000	2,6,2,2,3	http://www.geograph.org.uk/photo/1016951
186081	54.396	-2.00647	6.4286	3.1020	5,9,9,6,4,6,6	http://www.geograph.org.uk/photo/1016958
186082	53.6085	-1.67441	4.8889	4.5432	5,1,6,4,6,5,7,2,8	http://www.geograph.org.uk/photo/1016968
186083	51.4137	-1.26183	4.3333	2.2222	4,4,7,2,4,5	http://www.geograph.org.uk/photo/1016977
186084	51.9401	-3.00517	5.3750	6.2344	2,9,4,3,5,7,9,4	http://www.geograph.org.uk/photo/1016978
186085	52.6109	-2.0062	1.7143	1.3469	3,4,1,1,1,1,1	http://www.geograph.org.uk/photo/1016990
186086	51.4227	-1.26068	4.0000	3.7143	4,3,8,2,2,5,4	http://www.geograph.org.uk/photo/1016997
186087	58.3443	-4.94788	7.3333	1.5556	7,7,10,6,7,7	http://www.geograph.org.uk/photo/1017006
186088	55.9263	-4.65671	1.5000	0.2500	1,2,1,2,1,2	http://www.geograph.org.uk/photo/1017008
186089	52.4296	-1.48606	3.8333	2.4722	4,1,6,4,5,3	http://www.geograph.org.uk/photo/1017017
186090	50.2004	-5.26172	5.2500	2.6875	5,4,4,8	http://www.geograph.org.uk/photo/1017021
186091	51.4226	-1.24241	3.8333	1.4722	6,3,4,4,2,4	http://www.geograph.org.uk/photo/1017029
186092	51.7745	-0.992135	1.4000	0.2400	1,1,2,1,2	http://www.geograph.org.uk/photo/1017032
186093	53.6112	-1.49374	1.8333	0.4722	2,1,1,3,2,2	http://www.geograph.org.uk/photo/1017039
186094	55.9226	-3.06569	2.0000	0.7500	2,3,2,1,3,3,1,1	http://www.geograph.org.uk/photo/1017045
186095	50.1927	-5.25587	5.8333	1.4722	5,6,6,4,8,6	http://www.geograph.org.uk/photo/1017046
186096	51.8421	-1.36677	6.4000	1.0400	6,6,7,5,8	http://www.geograph.org.uk/photo/1017053
186097	55.9147	-3.07876	1.4286	0.2449	2,1,2,1,1,2,1	http://www.geograph.org.uk/photo/1017056
186098	51.4276	-1.23988	3.5714	2.2449	5,5,3,2,4,1,5	http://www.geograph.org.uk/photo/1017058
186099	52.7046	-2.09503	2.4000	2.2400	2,1,5,3,1	http://www.geograph.org.uk/photo/1017062
186100	52.1716	0.252956	3.4286	2.2449	5,3,2,4,2,2,6	http://www.geograph.org.uk/photo/1017068
186101	51.8446	-1.37893	6.6000	3.8400	10,7,4,6,6	http://www.geograph.org.uk/photo/1017076
186102	51.4287	-1.23497	4.5385	3.9408	4,6,6,4,8,4,5,8,1,4,3,4,2	http://www.geograph.org.uk/photo/1017082
186103	55.7023	-4.84956	7.2000	0.1600	7,8,7,7,7	http://www.geograph.org.uk/photo/1017093
186104	50.2014	-5.26726	3.7500	3.6875	2,3,3,7	http://www.geograph.org.uk/photo/1017095
186105	51.8366	-1.37556	6.1111	3.8765	4,8,10,7,4,6,4,5,7	http://www.geograph.org.uk/photo/1017101
186106	57.3236	-3.06423	4.0000	3.5000	2,3,4,7	http://www.geograph.org.uk/photo/1017103
186107	52.5397	-2.62199	4.4000	3.8400	6,2,6,6,2	http://www.geograph.org.uk/photo/1017116
186108	50.2069	-5.27759	4.2857	6.2041	8,3,4,1,8,3,3	http://www.geograph.org.uk/photo/1017127
186109	51.8386	-1.38075	6.0000	11.3333	10,7,7,1,9,2	http://www.geograph.org.uk/photo/1017129
186111	53.4068	-0.787424	4.4000	3.8400	5,3,3,3,8	http://www.geograph.org.uk/photo/1017142
186112	50.2099	-5.29574	1.2500	0.1875	1,1,1,2	http://www.geograph.org.uk/photo/1017149
186113	51.4839	-0.0484666	1.6000	0.6400	1,3,1,2,1	http://www.geograph.org.uk/photo/1017160
186114	54.5924	-2.90639	5.7273	4.0165	6,2,7,6,4,5,6,9,4,5,9	http://www.geograph.org.uk/photo/1017161
186115	51.841	-1.39756	4.0000	3.2500	4,7,4,4,6,2,1,4	http://www.geograph.org.uk/photo/1017162
186116	52.4042	-1.135	5.0000	5.0000	8,8,2,3,5,4,3,7	http://www.geograph.org.uk/photo/1017169
186117	52.6527	-1.97132	2.8571	3.2653	3,1,1,6,4,1,4	http://www.geograph.org.uk/photo/1017181
186118	52.4502	-3.17701	4.7692	1.8698	3,3,4,7,6,7,5,6,4,5,4,3,5	http://www.geograph.org.uk/photo/1017185
186119	51.0569	-0.109864	4.3333	4.2222	3,8,6,3,4,2	http://www.geograph.org.uk/photo/1017196
186121	51.416	-1.22828	7.1667	5.4722	8,10,5,6,4,10	http://www.geograph.org.uk/photo/1017214
186122	54.5975	-2.89319	5.0000	4.3636	7,3,3,3,3,6,5,6,4,10,5	http://www.geograph.org.uk/photo/1017215
186123	50.2125	-5.30153	4.0000	2.3333	6,4,6,6,3,5,4,2,3,1,4,4	http://www.geograph.org.uk/photo/1017220
186124	54.5727	-0.895557	4.8333	2.4722	7,5,5,6,2,4	http://www.geograph.org.uk/photo/1017225
186125	50.2149	-5.30884	4.6000	4.2400	3,5,3,4,6,7,3,2,9,4	http://www.geograph.org.uk/photo/1017235
186126	51.5681	-3.61629	5.2500	3.6875	4,6,3,8	http://www.geograph.org.uk/photo/1017243
186127	55.6063	-2.87089	4.6667	3.8889	6,6,2,2,7,5	http://www.geograph.org.uk/photo/1017269
186128	51.411	-1.18896	3.6000	1.4400	3,5,2,5,3	http://www.geograph.org.uk/photo/1017278
186129	55.4663	-2.95417	5.4286	2.5306	6,4,7,5,3,5,8	http://www.geograph.org.uk/photo/1017279
186130	56.8048	-4.98614	8.4000	0.6400	9,7,9,8,9	http://www.geograph.org.uk/photo/1017288
186131	51.9302	-1.72073	3.2222	3.0617	3,5,7,4,1,2,3,2,2	http://www.geograph.org.uk/photo/1017294
186132	53.1288	-0.637864	3.0000	3.0000	4,2,3,6,5,1,1,2	http://www.geograph.org.uk/photo/1017296
186133	51.4135	-1.19899	4.5714	3.3878	1,6,7,5,5,5,3	http://www.geograph.org.uk/photo/1017298
186134	53.2986	-3.80711	3.9091	1.5372	5,2,2,4,5,4,6,5,3,4,3	http://www.geograph.org.uk/photo/1017301
186135	50.1955	-5.39706	1.0000	0.0000	1,1,1,1	http://www.geograph.org.uk/photo/1017308
186136	58.6217	-3.36569	3.4000	2.2400	2,2,4,3,6	http://www.geograph.org.uk/photo/1017311
186137	56.5674	-5.35464	5.4000	2.2400	4,4,8,6,5	http://www.geograph.org.uk/photo/1017312
186138	54.5879	-2.91696	7.0000	4.2500	8,7,7,10,7,5,9,3	http://www.geograph.org.uk/photo/1017313
186139	51.418	-1.19934	3.6667	3.5556	4,2,7,1,4,4	http://www.geograph.org.uk/photo/1017314
186140	52.1617	0.266934	6.0000	2.6667	7,9,5,4,5,6	http://www.geograph.org.uk/photo/1017317
186141	53.0771	-0.635168	3.0000	0.0000	3,3,3,3	http://www.geograph.org.uk/photo/1017329
186142	52.1629	0.263779	3.3333	2.4444	2,3,5,1,3,6,5,2,3	http://www.geograph.org.uk/photo/1017331
186143	51.4209	-1.18706	2.7143	1.3469	2,3,3,3,2,1,5	http://www.geograph.org.uk/photo/1017334
186144	50.0996	-5.64527	3.8333	2.8056	5,5,3,3,1,6	http://www.geograph.org.uk/photo/1017341
186145	53.3485	-0.395129	2.8000	2.5600	1,1,3,4,5	http://www.geograph.org.uk/photo/1017343
186146	51.1655	-1.44502	4.5000	6.2500	7,5,4,8,2,2,1,7	http://www.geograph.org.uk/photo/1017346
186147	51.764	-4.47104	3.8571	3.2653	3,6,4,3,2,2,7	http://www.geograph.org.uk/photo/1017347
186148	51.4282	-1.18564	4.0000	2.5714	3,5,3,5,3,2,7	http://www.geograph.org.uk/photo/1017350
186149	52.1217	0.302306	2.7500	1.4375	2,5,2,3,1,2,4,3	http://www.geograph.org.uk/photo/1017357
186150	51.4218	-1.1764	4.6667	1.7778	4,3,6,4,6,3,7,4,5	http://www.geograph.org.uk/photo/1017359
186151	52.4519	-3.17911	5.3333	2.2222	6,5,5,5,3,8	http://www.geograph.org.uk/photo/1017360
186152	52.4191	-1.49662	4.2222	4.6173	1,2,3,5,4,8,5,3,7	http://www.geograph.org.uk/photo/1017361
186153	52.5186	-2.00472	2.0000	0.0000	2,2,2,2	http://www.geograph.org.uk/photo/1017366
186154	53.4141	-0.783905	3.0000	3.7143	2,6,1,2,2,6,2	http://www.geograph.org.uk/photo/1017370
186155	51.4244	-1.16384	4.6000	2.2400	2,5,4,6,6	http://www.geograph.org.uk/photo/1017371
186156	51.5701	-3.56008	6.0000	1.2000	7,7,6,4,6	http://www.geograph.org.uk/photo/1017377
186157	52.1284	0.274447	5.0000	4.0000	8,5,2,4,4,7	http://www.geograph.org.uk/photo/1017380
186158	52.5185	-2.01621	2.1667	1.1389	3,4,2,1,2,1	http://www.geograph.org.uk/photo/1017385
186159	51.1574	-1.44226	3.7500	3.6875	7,3,2,3	http://www.geograph.org.uk/photo/1017389
186160	55.0599	-3.62047	2.0000	0.8000	3,2,1,1,3	http://www.geograph.org.uk/photo/1017390
186161	51.9672	-4.39048	6.1818	2.6942	6,3,9,8,5,6,8,6,5,7,5	http://www.geograph.org.uk/photo/1017393
186162	51.4286	-1.1583	4.0000	1.0909	4,3,6,4,2,4,5,5,3,4,4	http://www.geograph.org.uk/photo/1017395
186163	51.9743	-4.39842	5.2857	6.4898	7,7,1,7,2,8,5	http://www.geograph.org.uk/photo/1017396
186164	53.4303	-0.775615	4.2857	0.7755	6,4,5,4,4,3,4	http://www.geograph.org.uk/photo/1017397
186165	52.5501	-2.02493	1.1429	0.1224	2,1,1,1,1,1,1	http://www.geograph.org.uk/photo/1017398
186166	57.0594	-2.40993	5.4000	1.8400	4,4,5,7,7	http://www.geograph.org.uk/photo/1017403
186167	51.9552	-4.38197	2.7500	0.6875	2,3,2,4	http://www.geograph.org.uk/photo/1017404
186168	51.9431	-4.37638	4.2000	3.7600	1,4,5,4,7	http://www.geograph.org.uk/photo/1017407
186169	51.4329	-1.16628	5.0000	4.2222	9,7,7,4,3,3,5,3,4	http://www.geograph.org.uk/photo/1017408
186170	51.912	-4.34842	4.5000	3.2500	4,2,5,4,8,4	http://www.geograph.org.uk/photo/1017409
186171	51.8923	-4.32268	5.5000	1.5000	5,7,3,7,6,5,6,5	http://www.geograph.org.uk/photo/1017410
186172	51.8902	-4.31182	6.7500	2.1875	5,6,7,9	http://www.geograph.org.uk/photo/1017413
186173	50.8832	-0.538045	5.2000	2.5600	4,3,7,7,5	http://www.geograph.org.uk/photo/1017416
186174	51.4392	-1.17062	3.1429	2.9796	2,1,6,2,4,5,2	http://www.geograph.org.uk/photo/1017417
186175	52.5537	-2.0264	2.5000	0.5833	3,2,4,2,2,2	http://www.geograph.org.uk/photo/1017422
186176	53.4527	-0.750271	4.0000	2.9091	5,8,3,5,2,5,2,5,3,3,3	http://www.geograph.org.uk/photo/1017423
186177	52.2318	-3.2711	5.0000	3.5000	5,8,5,3,6,4,2,7	http://www.geograph.org.uk/photo/1017425
186178	53.2753	-4.3886	4.0000	4.0000	3,3,6,1,7,4	http://www.geograph.org.uk/photo/1017427
186179	55.0488	-3.77235	4.5000	0.2500	4,5,4,5	http://www.geograph.org.uk/photo/1017430
186180	57.0689	-2.36995	4.6154	4.2367	4,5,6,9,3,3,4,1,3,5,5,4,8	http://www.geograph.org.uk/photo/1017431
186181	53.4581	-0.747101	4.5000	2.5357	6,4,4,2,6,8,2,4,5,4,5,3,6,4	http://www.geograph.org.uk/photo/1017432
186182	52.2307	-3.2737	4.1667	2.4722	1,6,4,5,4,5	http://www.geograph.org.uk/photo/1017434
186183	52.5555	-2.03157	1.4286	0.2449	2,2,1,2,1,1,1	http://www.geograph.org.uk/photo/1017438
186184	52.4664	0.70679	4.6000	4.2400	4,3,2,7,7	http://www.geograph.org.uk/photo/1017439
186185	52.231	-3.27722	6.0000	6.5000	9,3,5,6,2,7,10,6	http://www.geograph.org.uk/photo/1017440
186186	55.0453	-3.78895	3.2857	0.7755	3,5,4,3,3,2,3	http://www.geograph.org.uk/photo/1017443
186187	51.7752	-4.45135	6.3333	5.8889	4,3,8,9,9,5	http://www.geograph.org.uk/photo/1017449
186188	52.4748	0.690367	6.3750	0.9844	7,7,8,6,6,7,5,5	http://www.geograph.org.uk/photo/1017452
186189	53.4817	-1.38527	3.6000	0.6400	5,3,3,4,3	http://www.geograph.org.uk/photo/1017459
186190	52.4724	0.429846	5.0000	2.5714	5,4,7,4,4,5,3,6,7,2,5,4,8,6	http://www.geograph.org.uk/photo/1017461
186191	53.621	-2.91674	2.4286	0.8163	2,3,2,1,3,2,4	http://www.geograph.org.uk/photo/1017467
186192	51.861	-4.34286	4.5000	3.5833	6,6,3,7,2,3	http://www.geograph.org.uk/photo/1017476
186193	51.8644	-4.34667	6.0000	4.0000	6,7,3,9,5	http://www.geograph.org.uk/photo/1017479
186194	52.482	0.435089	5.0000	3.6364	2,4,6,9,6,6,5,6,4,5,2	http://www.geograph.org.uk/photo/1017480
186195	53.5425	-2.07712	2.3333	2.5556	4,1,1,2,1,5	http://www.geograph.org.uk/photo/1017483
186196	51.866	-4.3604	5.0000	2.0000	6,3,6,7,3,5,5	http://www.geograph.org.uk/photo/1017484
186197	51.8669	-4.3805	3.0000	1.6000	2,4,4,4,1	http://www.geograph.org.uk/photo/1017488
